timestep,chunk,coord,ncount,temperature
3600000,14,0.3375,45.6135,308.069
3600000,15,0.3625,68.502,305.358
3600000,16,0.3875,27.5135,300.848
3600000,17,0.4125,83.9635,301.807
3600000,18,0.4375,44.491,301.974
3600000,19,0.4625,45.5305,300.452
3600000,20,0.4875,69.908,300.116
3600000,21,0.5125,26.9225,300.533
3600000,22,0.5375,83.152,300.903
3600000,23,0.5625,44.4865,299.786
3600000,24,0.5875,45.5305,298.331
3600000,25,0.6125,69.336,296.891
3600000,26,0.6375,26.8,294.776
3600000,27,0.6625,83.8595,290.387
3600000,28,0.6875,44.65,283.566
3600000,29,0.7125,45.3545,281.605
3600000,30,0.7375,69.971,281.614
3600000,31,0.7625,25.3075,280.559
3600000,32,0.7875,84.7215,280.808
3600000,33,0.8125,44.894,280.925
3600000,34,0.8375,45.106,280.752
3600000,35,0.8625,78.6485,279.86
3600000,36,0.8875,11.3515,281.689
3600000,37,0.9125,0.0,
3600000,38,0.9375,0.0,
3600000,39,0.9625,0.0,
3600000,40,0.9875,0.0,
4000000,1,0.0125,0.0,
4000000,2,0.0375,0.0,
4000000,3,0.0625,0.0,
4000000,4,0.0875,0.0,
4000000,5,0.1125,70.411,319.254
4000000,6,0.1375,24.483,322.194
4000000,7,0.1625,85.1005,320.995
4000000,8,0.1875,44.6925,321.176
4000000,9,0.2125,45.3135,320.556
4000000,10,0.2375,68.59,320.945
4000000,11,0.2625,27.085,318.86
4000000,12,0.2875,84.311,318.248
4000000,13,0.3125,44.4515,314.977
4000000,14,0.3375,45.5625,307.83
4000000,15,0.3625,68.478,304.499
4000000,16,0.3875,27.4735,302.492
4000000,17,0.4125,84.0255,301.32
4000000,18,0.4375,44.4785,301.817
4000000,19,0.4625,45.544,301.941
4000000,20,0.4875,69.638,301.554
4000000,21,0.5125,27.1735,300.311
4000000,22,0.5375,83.1725,297.637
4000000,23,0.5625,44.4395,297.189
4000000,24,0.5875,45.5765,295.068
4000000,25,0.6125,68.347,293.818
4000000,26,0.6375,27.227,295.117
4000000,27,0.6625,84.4185,290.745
4000000,28,0.6875,44.6415,284.646
4000000,29,0.7125,45.366,281.119
4000000,30,0.7375,69.612,280.446
4000000,31,0.7625,25.5035,281.287
4000000,32,0.7875,84.8845,280.32
4000000,33,0.8125,44.8585,279.89
4000000,34,0.8375,45.1415,281.604
4000000,35,0.8625,78.6145,279.413
4000000,36,0.8875,11.3855,279.545
4000000,37,0.9125,0.0,
4000000,38,0.9375,0.0,
4000000,39,0.9625,0.0,
4000000,40,0.9875,0.0,
