run_id,timestamp,gpu_usage_pct,cpu_usage_pct,gpu_temp_c,cpu_temp_c,ram_usage_pct
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:35:59,,0.0,,55.46666666666667,76.3
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:36:59,,29.4,,54.8,75.6
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:37:59,,28.9,,55.13333333333333,75.0
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:38:59,,28.1,,55.0,76.8
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:39:59,,28.5,,55.333333333333336,76.7
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:40:59,,28.4,,55.06666666666667,77.2
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:41:59,,28.3,,55.266666666666666,77.4
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:42:59,,28.6,,55.266666666666666,75.6
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:43:59,,28.3,,55.6,76.8
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:44:59,,29.1,,55.333333333333336,75.0
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:45:59,,28.2,,55.2,76.4
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:46:59,,28.3,,55.06666666666667,76.7
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:47:59,,28.0,,55.666666666666664,76.7
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:48:59,,28.7,,55.46666666666667,75.4
[ABORTED]-RUN-0001-20260901063559Z,2026-09-01T12:49:59,,28.3,,55.333333333333336,75.9
