# Chunk-averaged data for fix fp and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_tatom
400000 40 1952.0000000000002
  1 0.0125 0 0
  2 0.0375 32 322.332
  3 0.0625 52.5635 319.122
  4 0.0875 45.2575 318.542
  5 0.1125 62.178 316.85
  6 0.1375 49.389 309.847
  7 0.1625 47.535 309.352
  8 0.1875 63.042 308.149
  9 0.2125 48.4625 307.025
  10 0.2375 47.8165 307.409
  11 0.2625 63.385 304.769
  12 0.2875 47.7535 307.685
  13 0.3125 48.6465 306.719
  14 0.3375 62.4815 305.231
  15 0.3625 47.1145 303.939
  16 0.3875 50.3815 304.253
  17 0.4125 60.3345 302.191
  18 0.4375 45.818 303.688
  19 0.4625 53.841 303.267
  20 0.4875 56.133 296.765
  21 0.5125 46.837 296.835
  22 0.5375 57.03 297.532
  23 0.5625 53.0775 295.754
  24 0.5875 46.09 297.611
  25 0.6125 60.821 295.699
  26 0.6375 50.025 296.906
  27 0.6625 47.1315 296.828
  28 0.6875 62.8005 292.784
  29 0.7125 48.367 293.03
  30 0.7375 47.9155 294.848
  31 0.7625 63.382 295.388
  32 0.7875 47.8035 294.724
  33 0.8125 48.5975 292.417
  34 0.8375 62.8975 292.625
  35 0.8625 47.7195 290.099
  36 0.8875 49.372 283.634
  37 0.9125 62.2815 279.972
  38 0.9375 45.347 280.026
  39 0.9625 20.3715 280.084
  40 0.9875 0 0
800000 40 1951.9999999999998
  1 0.0125 0 0
  2 0.0375 32 319.963
  3 0.0625 52.527 318.894
  4 0.0875 45.3395 318.316
  5 0.1125 62.132 316.169
  6 0.1375 49.368 311.065
  7 0.1625 47.3975 309.846
  8 0.1875 63.199 309.728
  9 0.2125 48.3525 305.775
  10 0.2375 47.878 305.733
  11 0.2625 63.5695 303.588
  12 0.2875 47.6025 302.527
  13 0.3125 48.6645 300.54
  14 0.3375 62.6275 299.714
  15 0.3625 47.1045 302.171
  16 0.3875 50.2475 303.472
  17 0.4125 60.413 301.639
  18 0.4375 46.237 301.073
  19 0.4625 53.3415 299.135
  20 0.4875 56.841 296.938
  21 0.5125 46.068 297.809
  22 0.5375 57.09 300.882
  23 0.5625 53.103 302.466
  24 0.5875 46.177 300.874
  25 0.6125 60.6915 297.741
  26 0.6375 49.9995 299.71
  27 0.6625 47.201 294.862
  28 0.6875 62.779 294.635
  29 0.7125 48.462 297.694
  30 0.7375 47.849 295.455
  31 0.7625 63.555 293.898
  32 0.7875 47.7765 295.491
  33 0.8125 48.4245 294.019
  34 0.8375 63.264 293.521
  35 0.8625 47.3285 291.744
  36 0.8875 49.3895 284.561
  37 0.9125 62.2515 281.451
  38 0.9375 45.9095 280.819
  39 0.9625 19.839 280.538
  40 0.9875 0 0
1200000 40 1952.0000000000002
  1 0.0125 0 0
  2 0.0375 32 321.107
  3 0.0625 51.8055 321.008
  4 0.0875 46.043 320.014
  5 0.1125 62.151 319.067
  6 0.1375 49.275 308.512
  7 0.1625 47.408 306.185
  8 0.1875 63.274 307.694
  9 0.2125 48.3755 305.381
  10 0.2375 47.843 305.553
  11 0.2625 63.5045 303.426
  12 0.2875 47.6225 302.945
  13 0.3125 48.7315 302.891
  14 0.3375 62.2705 302
  15 0.3625 47.053 301.753
  16 0.3875 50.6485 300.345
  17 0.4125 59.952 302.27
  18 0.4375 46.1385 299.763
  19 0.4625 53.905 302.621
  20 0.4875 56.335 301.167
  21 0.5125 46.204 302.081
  22 0.5375 57.46 298.594
  23 0.5625 52.69 297.633
  24 0.5875 46.3325 300.174
  25 0.6125 60.9695 296.951
  26 0.6375 49.702 297.618
  27 0.6625 47.431 296.264
  28 0.6875 62.8335 296.451
  29 0.7125 48.3945 295.557
  30 0.7375 47.835 293.446
  31 0.7625 63.55 292.884
  32 0.7875 47.789 294.565
  33 0.8125 48.482 291.786
  34 0.8375 63.162 291.666
  35 0.8625 47.4085 291.649
  36 0.8875 49.4205 284.141
  37 0.9125 62.516 281.294
  38 0.9375 44.9645 279.937
  39 0.9625 20.5195 282.148
  40 0.9875 0 0
1600000 40 1952.0000000000002
  1 0.0125 0 0
  2 0.0375 32 321.461
  3 0.0625 52.6215 319.394
  4 0.0875 45.5965 319.024
  5 0.1125 61.7815 315.431
  6 0.1375 49.6225 306.51
  7 0.1625 47.527 306.595
  8 0.1875 62.8065 306.575
  9 0.2125 48.622 306.363
  10 0.2375 47.7335 305.072
  11 0.2625 63.416 304.653
  12 0.2875 47.6415 302.55
  13 0.3125 48.699 299.733
  14 0.3375 62.485 300.933
  15 0.3625 46.947 303.296
  16 0.3875 50.503 302.21
  17 0.4125 60.2265 299.939
  18 0.4375 46.584 298.254
  19 0.4625 53.187 298.904
  20 0.4875 57.043 296.759
  21 0.5125 46.4145 294.613
  22 0.5375 56.5425 291.601
  23 0.5625 53.5825 294.326
  24 0.5875 45.885 294.073
  25 0.6125 60.52 293.578
  26 0.6375 50.0295 295.011
  27 0.6625 47.2705 293.921
  28 0.6875 62.61 294.31
  29 0.7125 48.514 297.242
  30 0.7375 47.8005 292.641
  31 0.7625 63.5415 292.041
  32 0.7875 47.893 291.503
  33 0.8125 48.3825 291.497
  34 0.8375 63.3095 290.04
  35 0.8625 47.3485 290.163
  36 0.8875 49.313 283.609
  37 0.9125 62.4905 280.321
  38 0.9375 45.35 281.815
  39 0.9625 20.1595 279.334
  40 0.9875 0 0
2000000 40 1952.0000000000005
  1 0.0125 0 0
  2 0.0375 32 318.404
  3 0.0625 50.9225 318.725
  4 0.0875 47.8335 322.021
  5 0.1125 61.243 316.519
  6 0.1375 49.6505 309.953
  7 0.1625 46.8755 307.654
  8 0.1875 63.413 307.515
  9 0.2125 48.2025 304.415
  10 0.2375 48.0655 305.922
  11 0.2625 63.4725 309.014
  12 0.2875 47.5575 309.541
  13 0.3125 48.7835 308.703
  14 0.3375 62.4985 310.188
  15 0.3625 47.3905 306.809
  16 0.3875 50.0925 304.514
  17 0.4125 60.421 300.671
  18 0.4375 46.075 301.946
  19 0.4625 53.503 301.582
  20 0.4875 56.253 296.789
  21 0.5125 45.9455 297.497
  22 0.5375 57.8015 300.345
  23 0.5625 52.1425 299.12
  24 0.5875 46.3715 297.29
  25 0.6125 61.4845 296.958
  26 0.6375 49.5985 296.363
  27 0.6625 47.1175 295.805
  28 0.6875 63.235 294.856
  29 0.7125 48.2805 295.056
  30 0.7375 47.972 291.935
  31 0.7625 63.63 291.005
  32 0.7875 47.624 288.717
  33 0.8125 48.5465 291.917
  34 0.8375 62.9295 288.605
  35 0.8625 47.7285 290.561
  36 0.8875 49.3395 283.282
  37 0.9125 62.633 281.717
  38 0.9375 43.9435 280.318
  39 0.9625 21.4235 280.253
  40 0.9875 0 0
2400000 40 1952.0000000000005
  1 0.0125 0 0
  2 0.0375 32 319.459
  3 0.0625 51.867 320.517
  4 0.0875 46.205 319.942
  5 0.1125 61.9275 317.391
  6 0.1375 49.301 308.714
  7 0.1625 47.3425 305.717
  8 0.1875 63.339 304.962
  9 0.2125 48.274 304.605
  10 0.2375 47.865 304.45
  11 0.2625 63.661 300.326
  12 0.2875 47.7675 300.275
  13 0.3125 48.466 301.53
  14 0.3375 62.774 301.659
  15 0.3625 47.1375 304.279
  16 0.3875 50.074 301.826
  17 0.4125 60.65 302.416
  18 0.4375 45.841 300.423
  19 0.4625 53.508 299.208
  20 0.4875 56.4315 298.774
  21 0.5125 46.296 297.069
  22 0.5375 57.272 295.99
  23 0.5625 52.6925 299.199
  24 0.5875 45.962 296.932
  25 0.6125 61.346 298.029
  26 0.6375 49.477 295.687
  27 0.6625 47.4455 295.3
  28 0.6875 63.0535 295.517
  29 0.7125 48.3555 295.353
  30 0.7375 47.8015 290.852
  31 0.7625 63.708 292.332
  32 0.7875 47.8395 291.744
  33 0.8125 48.329 293.451
  34 0.8375 63.2 293.642
  35 0.8625 47.4725 291.933
  36 0.8875 49.318 283.871
  37 0.9125 62.5025 280.353
  38 0.9375 44.972 279.683
  39 0.9625 20.5255 281.626
  40 0.9875 0 0
2800000 40 1952.0000000000002
  1 0.0125 0 0
  2 0.0375 32 320.713
  3 0.0625 52.262 321.422
  4 0.0875 45.286 321.085
  5 0.1125 62.451 316.916
  6 0.1375 49.233 312.2
  7 0.1625 47.5745 312.508
  8 0.1875 63.1325 310.8
  9 0.2125 48.4295 310.576
  10 0.2375 47.9595 307.885
  11 0.2625 63.259 309.509
  12 0.2875 47.8155 310.153
  13 0.3125 48.679 306.154
  14 0.3375 62.279 307.874
  15 0.3625 46.9605 307.949
  16 0.3875 50.7035 306.106
  17 0.4125 59.9685 305.506
  18 0.4375 46.032 302.288
  19 0.4625 53.9765 303.798
  20 0.4875 56.12 299.56
  21 0.5125 46.511 298.991
  22 0.5375 57.3675 300.201
  23 0.5625 52.817 296.786
  24 0.5875 46.0105 299.602
  25 0.6125 61.164 301.871
  26 0.6375 49.666 301.469
  27 0.6625 47.5745 300.326
  28 0.6875 62.709 298.338
  29 0.7125 48.478 298.1
  30 0.7375 47.846 296.974
  31 0.7625 63.39 296.109
  32 0.7875 47.8525 295.349
  33 0.8125 48.5065 294.838
  34 0.8375 62.988 294.586
  35 0.8625 47.4425 289.704
  36 0.8875 49.5555 283.774
  37 0.9125 62.3235 282.123
  38 0.9375 44.972 280.232
  39 0.9625 20.7045 279.457
  40 0.9875 0 0
3200000 40 1952.0000000000005
  1 0.0125 0 0
  2 0.0375 32 319.023
  3 0.0625 52.925 320.59
  4 0.0875 44.9775 319.707
  5 0.1125 62.097 316.612
  6 0.1375 49.441 311.474
  7 0.1625 47.8465 310.172
  8 0.1875 62.668 307.541
  9 0.2125 48.755 306.311
  10 0.2375 47.6105 306.937
  11 0.2625 63.4215 305.741
  12 0.2875 47.824 302.606
  13 0.3125 48.5265 304.557
  14 0.3375 62.565 303.847
  15 0.3625 47.2095 304.282
  16 0.3875 50.143 304.64
  17 0.4125 60.423 304.551
  18 0.4375 46.077 304.388
  19 0.4625 53.491 304.71
  20 0.4875 56.5805 306.859
  21 0.5125 46.4125 305.641
  22 0.5375 57.006 305.243
  23 0.5625 53.079 305.399
  24 0.5875 46.1565 306.654
  25 0.6125 60.7595 302.462
  26 0.6375 49.9395 300.488
  27 0.6625 47.4485 300.441
  28 0.6875 62.5785 297.97
  29 0.7125 48.593 295.148
  30 0.7375 47.653 297.122
  31 0.7625 63.574 296.14
  32 0.7875 47.797 297.372
  33 0.8125 48.446 295.509
  34 0.8375 63.2155 294.76
  35 0.8625 47.5085 292.627
  36 0.8875 49.252 285.105
  37 0.9125 62.308 280.737
  38 0.9375 45.8565 280.435
  39 0.9625 19.835 278.843
  40 0.9875 0 0
3600000 40 1952.0000000000002
  1 0.0125 0 0
  2 0.0375 32 318.788
  3 0.0625 53.3535 319.144
  4 0.0875 44.4165 319.276
  5 0.1125 62.229 316.099
  6 0.1375 49.363 310.416
  7 0.1625 47.405 306.703
  8 0.1875 63.21 307.585
  9 0.2125 48.274 303.074
  10 0.2375 47.966 305.303
  11 0.2625 63.513 305.814
  12 0.2875 47.6445 301.853
  13 0.3125 48.6615 300.047
  14 0.3375 62.4025 300.439
  15 0.3625 47.434 300.389
  16 0.3875 50.147 302.815
  17 0.4125 60.5225 302.458
  18 0.4375 46.1525 303.748
  19 0.4625 53.3025 303.648
  20 0.4875 56.985 302.665
  21 0.5125 46.196 302.249
  22 0.5375 56.82 297.907
  23 0.5625 53.438 297.618
  24 0.5875 45.975 300.493
  25 0.6125 60.557 299.61
  26 0.6375 49.9055 297.831
  27 0.6625 47.2695 295.082
  28 0.6875 62.718 298
  29 0.7125 48.3455 296.837
  30 0.7375 47.965 295.466
  31 0.7625 63.55 293.833
  32 0.7875 47.7695 291.065
  33 0.8125 48.5255 289.742
  34 0.8375 63.183 288.142
  35 0.8625 47.331 285.223
  36 0.8875 49.4695 284.394
  37 0.9125 62.141 280.584
  38 0.9375 46.083 280.486
  39 0.9625 19.776 281.656
  40 0.9875 0 0
4000000 40 1952.0000000000007
  1 0.0125 0 0
  2 0.0375 32 320.228
  3 0.0625 52.8325 317.475
  4 0.0875 44.911 316.077
  5 0.1125 62.2555 314.737
  6 0.1375 49.3155 303.865
  7 0.1625 47.7925 301.251
  8 0.1875 62.8355 302.262
  9 0.2125 48.4155 303.585
  10 0.2375 47.943 305.776
  11 0.2625 63.287 301.911
  12 0.2875 47.732 301.311
  13 0.3125 48.7055 301.272
  14 0.3375 62.458 302.905
  15 0.3625 46.9715 303.648
  16 0.3875 50.5555 300.264
  17 0.4125 60.1925 299.726
  18 0.4375 46.2635 297.776
  19 0.4625 53.5355 299.49
  20 0.4875 56.6975 299.24
  21 0.5125 46.467 299.278
  22 0.5375 56.833 302.06
  23 0.5625 53.3655 302.598
  24 0.5875 46.005 298.081
  25 0.6125 60.624 298.78
  26 0.6375 49.9755 297.465
  27 0.6625 47.4 297.171
  28 0.6875 62.5945 298.032
  29 0.7125 48.5645 292.998
  30 0.7375 47.737 292.951
  31 0.7625 63.4845 295.972
  32 0.7875 47.891 294.745
  33 0.8125 48.376 294.002
  34 0.8375 63.302 291.589
  35 0.8625 47.2505 289.723
  36 0.8875 49.431 283.882
  37 0.9125 62.2595 280.248
  38 0.9375 46.197 280.942
  39 0.9625 19.543 281.328
  40 0.9875 0 0
