timestep,chunk,coord,ncount,temperature
400000,1,0.0125,0.0,
400000,2,0.0375,32.0,322.332
400000,3,0.0625,52.5635,319.122
400000,4,0.0875,45.2575,318.542
400000,5,0.1125,62.178,316.85
400000,6,0.1375,49.389,309.847
400000,7,0.1625,47.535,309.352
400000,8,0.1875,63.042,308.149
400000,9,0.2125,48.4625,307.025
400000,10,0.2375,47.8165,307.409
400000,11,0.2625,63.385,304.769
400000,12,0.2875,47.7535,307.685
400000,13,0.3125,48.6465,306.719
400000,14,0.3375,62.4815,305.231
400000,15,0.3625,47.1145,303.939
400000,16,0.3875,50.3815,304.253
400000,17,0.4125,60.3345,302.191
400000,18,0.4375,45.818,303.688
400000,19,0.4625,53.841,303.267
400000,20,0.4875,56.133,296.765
400000,21,0.5125,46.837,296.835
400000,22,0.5375,57.03,297.532
400000,23,0.5625,53.0775,295.754
400000,24,0.5875,46.09,297.611
400000,25,0.6125,60.821,295.699
400000,26,0.6375,50.025,296.906
400000,27,0.6625,47.1315,296.828
400000,28,0.6875,62.8005,292.784
400000,29,0.7125,48.367,293.03
400000,30,0.7375,47.9155,294.848
400000,31,0.7625,63.382,295.388
400000,32,0.7875,47.8035,294.724
400000,33,0.8125,48.5975,292.417
400000,34,0.8375,62.8975,292.625
400000,35,0.8625,47.7195,290.099
400000,36,0.8875,49.372,283.634
400000,37,0.9125,62.2815,279.972
400000,38,0.9375,45.347,280.026
400000,39,0.9625,20.3715,280.084
400000,40,0.9875,0.0,
800000,1,0.0125,0.0,
800000,2,0.0375,32.0,319.963
800000,3,0.0625,52.527,318.894
800000,4,0.0875,45.3395,318.316
800000,5,0.1125,62.132,316.169
800000,6,0.1375,49.368,311.065
800000,7,0.1625,47.3975,309.846
800000,8,0.1875,63.199,309.728
800000,9,0.2125,48.3525,305.775
800000,10,0.2375,47.878,305.733
800000,11,0.2625,63.5695,303.588
800000,12,0.2875,47.6025,302.527
800000,13,0.3125,48.6645,300.54
800000,14,0.3375,62.6275,299.714
800000,15,0.3625,47.1045,302.171
800000,16,0.3875,50.2475,303.472
800000,17,0.4125,60.413,301.639
800000,18,0.4375,46.237,301.073
800000,19,0.4625,53.3415,299.135
800000,20,0.4875,56.841,296.938
800000,21,0.5125,46.068,297.809
800000,22,0.5375,57.09,300.882
800000,23,0.5625,53.103,302.466
800000,24,0.5875,46.177,300.874
800000,25,0.6125,60.6915,297.741
800000,26,0.6375,49.9995,299.71
800000,27,0.6625,47.201,294.862
800000,28,0.6875,62.779,294.635
800000,29,0.7125,48.462,297.694
800000,30,0.7375,47.849,295.455
