timestep,chunk,coord,ncount,temperature
400000,1,0.0125,0.0,
400000,2,0.0375,0.0,
400000,3,0.0625,0.0,
400000,4,0.0875,0.0,
400000,5,0.1125,70.818,319.851
400000,6,0.1375,24.306,320.013
400000,7,0.1625,84.8725,319.298
400000,8,0.1875,44.7005,321.042
400000,9,0.2125,45.303,318.886
400000,10,0.2375,69.6695,319.906
400000,11,0.2625,26.506,319.009
400000,12,0.2875,83.8145,318.195
400000,13,0.3125,44.5545,316.289
400000,14,0.3375,45.4565,307.35
400000,15,0.3625,69.624,302.947
400000,16,0.3875,26.7755,300.075
400000,17,0.4125,83.5875,300.895
400000,18,0.4375,44.564,300.632
400000,19,0.4625,45.4485,298.981
400000,20,0.4875,70.148,297.37
400000,21,0.5125,26.5555,298.28
400000,22,0.5375,83.2865,296.899
400000,23,0.5625,44.5575,296.351
400000,24,0.5875,45.4525,297.435
400000,25,0.6125,69.5065,294.555
400000,26,0.6375,26.371,292.513
400000,27,0.6625,84.1165,288.899
400000,28,0.6875,44.718,283.56
400000,29,0.7125,45.2875,282.396
400000,30,0.7375,71.357,280.79
400000,31,0.7625,24.671,283.904
400000,32,0.7875,83.9695,279.94
400000,33,0.8125,44.8565,281.539
400000,34,0.8375,45.146,281.246
400000,35,0.8625,79.196,279.843
400000,36,0.8875,10.804,278.755
400000,37,0.9125,0.0,
400000,38,0.9375,0.0,
400000,39,0.9625,0.0,
400000,40,0.9875,0.0,
800000,1,0.0125,0.0,
800000,2,0.0375,0.0,
800000,3,0.0625,0.0,
800000,4,0.0875,0.0,
800000,5,0.1125,69.603,323.075
800000,6,0.1375,24.975,320.042
800000,7,0.1625,85.419,319.978
800000,8,0.1875,44.751,319.725
800000,9,0.2125,45.252,318.225
800000,10,0.2375,70.0105,319.34
800000,11,0.2625,26.4505,319.045
800000,12,0.2875,83.514,319.119
800000,13,0.3125,44.4045,314.745
800000,14,0.3375,45.6205,310.608
800000,15,0.3625,67.984,306.583
800000,16,0.3875,27.615,302.169
800000,17,0.4125,84.3935,301.144
800000,18,0.4375,44.537,302.579
800000,19,0.4625,45.4705,299.472
800000,20,0.4875,69.7545,299.221
800000,21,0.5125,26.79,298.178
800000,22,0.5375,83.4355,298.432
800000,23,0.5625,44.412,299.246
800000,24,0.5875,45.608,297.864
800000,25,0.6125,69.153,295.815
800000,26,0.6375,26.764,294.544
800000,27,0.6625,84.077,290.869
800000,28,0.6875,44.6325,285.673
800000,29,0.7125,45.3735,280.392
800000,30,0.7375,68.5355,281.416
800000,31,0.7625,25.92,279.519
800000,32,0.7875,85.544,280.169
800000,33,0.8125,44.898,278.869
800000,34,0.8375,45.1025,279.118
800000,35,0.8625,79.455,279.362
800000,36,0.8875,10.545,280.91
800000,37,0.9125,0.0,
800000,38,0.9375,0.0,
800000,39,0.9625,0.0,
800000,40,0.9875,0.0,
1200000,1,0.0125,0.0,
1200000,2,0.0375,0.0,
1200000,3,0.0625,0.0,
1200000,4,0.0875,0.0,
1200000,5,0.1125,70.6175,319.668
1200000,6,0.1375,24.349,315.49
1200000,7,0.1625,85.031,319.674
1200000,8,0.1875,44.724,320.121
1200000,9,0.2125,45.279,319.201
1200000,10,0.2375,69.343,319.449
1200000,11,0.2625,26.825,320.189
1200000,12,0.2875,83.8195,317.549
1200000,13,0.3125,44.484,316.054
1200000,14,0.3375,45.5285,306.836
1200000,15,0.3625,68.268,303.311
1200000,16,0.3875,27.522,299.897
1200000,17,0.4125,84.1985,300.664
1200000,18,0.4375,44.478,300.822
1200000,19,0.4625,45.533,301.703
1200000,20,0.4875,69.579,301.672
1200000,21,0.5125,26.9755,300.21
1200000,22,0.5375,83.424,297.924
1200000,23,0.5625,44.399,296.079
1200000,24,0.5875,45.6225,294.55
1200000,25,0.6125,68.945,296.623
1200000,26,0.6375,26.841,293.897
1200000,27,0.6625,84.205,290.951
1200000,28,0.6875,44.649,284.814
1200000,29,0.7125,45.3605,281.186
1200000,30,0.7375,69.579,280.524
1200000,31,0.7625,25.4615,280.438
1200000,32,0.7875,84.959,280.41
1200000,33,0.8125,44.881,280.604
1200000,34,0.8375,45.119,279.273
1200000,35,0.8625,79.305,280.363
1200000,36,0.8875,10.695,279.367
1200000,37,0.9125,0.0,
1200000,38,0.9375,0.0,
1200000,39,0.9625,0.0,
1200000,40,0.9875,0.0,
1600000,1,0.0125,0.0,
1600000,2,0.0375,0.0,
1600000,3,0.0625,0.0,
1600000,4,0.0875,0.0,
1600000,5,0.1125,69.9565,320.222
1600000,6,0.1375,24.776,319.623
1600000,7,0.1625,85.265,319.315
1600000,8,0.1875,44.714,319.108
1600000,9,0.2125,45.2885,318.082
1600000,10,0.2375,68.7395,318.613
1600000,11,0.2625,26.949,319.108
1600000,12,0.2875,84.284,317.77
1600000,13,0.3125,44.42,316.271
1600000,14,0.3375,45.6075,306.326
1600000,15,0.3625,68.1225,304.086
1600000,16,0.3875,27.3445,302.179
1600000,17,0.4125,84.5205,300.669
1600000,18,0.4375,44.477,298.808
1600000,19,0.4625,45.536,298.237
1600000,20,0.4875,69.8755,299.526
1600000,21,0.5125,26.741,296.482
1600000,22,0.5375,83.3675,297.846
1600000,23,0.5625,44.4275,295.96
1600000,24,0.5875,45.589,296.029
1600000,25,0.6125,68.3735,294.889
1600000,26,0.6375,27.1225,293.177
