timestep,chunk,coord,ncount,temperature
1600000,27,0.6625,127.409,291.101
1600000,28,0.6875,67.4905,284.821
1600000,29,0.7125,68.52,282.353
1600000,30,0.7375,106.009,280.851
1600000,31,0.7625,38.17,278.377
1600000,32,0.7875,127.821,280.718
1600000,33,0.8125,67.8335,279.901
1600000,34,0.8375,68.1665,281.088
1600000,35,0.8625,119.817,279.811
1600000,36,0.8875,16.183,278.366
1600000,37,0.9125,0.0,
1600000,38,0.9375,0.0,
1600000,39,0.9625,0.0,
1600000,40,0.9875,0.0,
2000000,1,0.0125,0.0,
2000000,2,0.0375,0.0,
2000000,3,0.0625,0.0,
2000000,4,0.0875,0.0,
2000000,5,0.1125,107.873,320.873
2000000,6,0.1375,36.3085,319.961
2000000,7,0.1625,127.814,319.611
2000000,8,0.1875,67.595,319.501
2000000,9,0.2125,68.4095,318.82
2000000,10,0.2375,104.163,320.564
2000000,11,0.2625,40.5725,318.838
2000000,12,0.2875,127.243,317.468
2000000,13,0.3125,67.301,315.432
2000000,14,0.3375,68.7195,307.231
2000000,15,0.3625,104.243,304.759
2000000,16,0.3875,40.9565,302.49
2000000,17,0.4125,126.778,301.952
2000000,18,0.4375,67.2535,300.836
2000000,19,0.4625,68.77,300.907
2000000,20,0.4875,106.572,299.425
2000000,21,0.5125,39.9155,298.465
2000000,22,0.5375,125.483,296.86
2000000,23,0.5625,67.182,298.447
2000000,24,0.5875,68.8485,298.223
2000000,25,0.6125,103.951,296.363
2000000,26,0.6375,40.4055,293.948
2000000,27,0.6625,127.633,291.274
2000000,28,0.6875,67.523,284.073
2000000,29,0.7125,68.486,280.705
2000000,30,0.7375,106.579,280.817
2000000,31,0.7625,37.7765,279.703
2000000,32,0.7875,127.643,279.994
2000000,33,0.8125,67.8195,279.545
2000000,34,0.8375,68.1815,280.072
2000000,35,0.8625,120.079,278.805
2000000,36,0.8875,15.9205,278.43
2000000,37,0.9125,0.0,
2000000,38,0.9375,0.0,
2000000,39,0.9625,0.0,
2000000,40,0.9875,0.0,
2400000,1,0.0125,0.0,
2400000,2,0.0375,0.0,
2400000,3,0.0625,0.0,
2400000,4,0.0875,0.0,
2400000,5,0.1125,105.761,319.233
2400000,6,0.1375,36.929,319.426
2400000,7,0.1625,129.305,319.635
2400000,8,0.1875,67.605,320.006
2400000,9,0.2125,68.4,319.759
2400000,10,0.2375,104.835,319.796
2400000,11,0.2625,40.178,318.149
2400000,12,0.2875,126.969,317.761
2400000,13,0.3125,67.168,315.556
2400000,14,0.3375,68.849,308.918
2400000,15,0.3625,103.909,305.082
2400000,16,0.3875,40.967,301.589
2400000,17,0.4125,127.104,303.036
2400000,18,0.4375,67.229,301.949
2400000,19,0.4625,68.791,301.836
2400000,20,0.4875,105.205,301.255
2400000,21,0.5125,40.8155,300.805
2400000,22,0.5375,125.953,299.044
2400000,23,0.5625,67.1175,299.049
2400000,24,0.5875,68.91,297.671
2400000,25,0.6125,104.884,295.919
2400000,26,0.6375,40.0805,295.373
2400000,27,0.6625,127.026,291.371
2400000,28,0.6875,67.448,285.472
2400000,29,0.7125,68.5605,281.584
2400000,30,0.7375,105.902,281.4
2400000,31,0.7625,38.089,279.879
2400000,32,0.7875,128.007,279.962
2400000,33,0.8125,67.7975,281.308
2400000,34,0.8375,68.204,281.068
2400000,35,0.8625,119.922,279.459
2400000,36,0.8875,16.0775,282.828
2400000,37,0.9125,0.0,
2400000,38,0.9375,0.0,
2400000,39,0.9625,0.0,
2400000,40,0.9875,0.0,
2800000,1,0.0125,0.0,
2800000,2,0.0375,0.0,
2800000,3,0.0625,0.0,
2800000,4,0.0875,0.0,
2800000,5,0.1125,107.576,320.241
2800000,6,0.1375,36.231,319.523
2800000,7,0.1625,128.185,320.469
2800000,8,0.1875,67.5745,319.12
2800000,9,0.2125,68.434,319.814
2800000,10,0.2375,104.407,320.165
2800000,11,0.2625,40.4305,318.439
2800000,12,0.2875,127.136,317.481
2800000,13,0.3125,67.194,316.054
2800000,14,0.3375,68.8325,309.354
2800000,15,0.3625,103.23,305.829
2800000,16,0.3875,41.506,301.597
2800000,17,0.4125,127.243,303.011
2800000,18,0.4375,67.262,303.558
2800000,19,0.4625,68.7585,304.241
2800000,20,0.4875,105.566,302.054
2800000,21,0.5125,40.515,301.381
2800000,22,0.5375,125.879,301.419
2800000,23,0.5625,67.074,298.606
2800000,24,0.5875,68.9665,297.592
2800000,25,0.6125,103.719,295.761
2800000,26,0.6375,40.6785,295.036
2800000,27,0.6625,127.593,290.709
2800000,28,0.6875,67.4285,285.226
2800000,29,0.7125,68.581,279.676
2800000,30,0.7375,105.132,281.154
2800000,31,0.7625,38.5065,278.592
2800000,32,0.7875,128.358,280.503
2800000,33,0.8125,67.7985,279.906
2800000,34,0.8375,68.204,280.04
2800000,35,0.8625,119.68,279.557
2800000,36,0.8875,16.3205,279.599
2800000,37,0.9125,0.0,
2800000,38,0.9375,0.0,
2800000,39,0.9625,0.0,
2800000,40,0.9875,0.0,
3200000,1,0.0125,0.0,
3200000,2,0.0375,0.0,
3200000,3,0.0625,0.0,
3200000,4,0.0875,0.0,
3200000,5,0.1125,107.618,319.691
3200000,6,0.1375,36.149,319.513
3200000,7,0.1625,128.228,320.588
3200000,8,0.1875,67.5865,319.891
3200000,9,0.2125,68.4195,318.305
3200000,10,0.2375,105.135,317.749
3200000,11,0.2625,39.871,317.296
3200000,12,0.2875,126.978,317.769
3200000,13,0.3125,67.2445,315.523
3200000,14,0.3375,68.771,307.004
3200000,15,0.3625,103.522,306.096
3200000,16,0.3875,41.1725,301.592
3200000,17,0.4125,127.291,302.454
3200000,18,0.4375,67.2865,299.822
3200000,19,0.4625,68.728,301.034
3200000,20,0.4875,106.334,301.411
3200000,21,0.5125,40.114,298.417
3200000,22,0.5375,125.534,298.796
3200000,23,0.5625,67.1865,297.556
3200000,24,0.5875,68.8325,296.447
3200000,25,0.6125,104.448,296.601
3200000,26,0.6375,40.1465,293.445
3200000,27,0.6625,127.396,291.11
3200000,28,0.6875,67.495,285.354
3200000,29,0.7125,68.5135,282.142
3200000,30,0.7375,105.363,280.599
3200000,31,0.7625,38.067,280.627
3200000,32,0.7875,128.569,279.68
3200000,33,0.8125,67.849,280.417
3200000,34,0.8375,68.152,278.832
3200000,35,0.8625,120.003,279.273
3200000,36,0.8875,15.997,279.848
3200000,37,0.9125,0.0,
3200000,38,0.9375,0.0,
3200000,39,0.9625,0.0,
3200000,40,0.9875,0.0,
3600000,1,0.0125,0.0,
3600000,2,0.0375,0.0,
3600000,3,0.0625,0.0,
3600000,4,0.0875,0.0,
3600000,5,0.1125,107.249,319.711
3600000,6,0.1375,36.1625,319.438
3600000,7,0.1625,128.583,319.048
3600000,8,0.1875,67.55,319.758
3600000,9,0.2125,68.456,319.699
3600000,10,0.2375,104.184,319.913
3600000,11,0.2625,40.406,320.893
3600000,12,0.2875,127.381,317.908
3600000,13,0.3125,67.13,316.915
3600000,14,0.3375,68.8985,307.584
3600000,15,0.3625,103.412,304.613
3600000,16,0.3875,41.2685,303.115
3600000,17,0.4125,127.294,301.946
3600000,18,0.4375,67.234,302.634
3600000,19,0.4625,68.7905,300.292
3600000,20,0.4875,105.587,300.61
3600000,21,0.5125,40.7295,300.81
3600000,22,0.5375,125.659,300.262
3600000,23,0.5625,67.17,298.642
3600000,24,0.5875,68.855,297.46
3600000,25,0.6125,104.305,296.311
3600000,26,0.6375,40.344,294.735
3600000,27,0.6625,127.341,291.084
3600000,28,0.6875,67.4955,283.228
3600000,29,0.7125,68.5145,281.829
3600000,30,0.7375,106.112,281.012
3600000,31,0.7625,37.944,281.162
3600000,32,0.7875,127.944,281.037
3600000,33,0.8125,67.8125,279.72
3600000,34,0.8375,68.188,279.167
3600000,35,0.8625,119.96,280.5
3600000,36,0.8875,16.0395,281.179
3600000,37,0.9125,0.0,
3600000,38,0.9375,0.0,
3600000,39,0.9625,0.0,
3600000,40,0.9875,0.0,
4000000,1,0.0125,0.0,
4000000,2,0.0375,0.0,
4000000,3,0.0625,0.0,
4000000,4,0.0875,0.0,
4000000,5,0.1125,105.576,319.953
4000000,6,0.1375,37.516,319.873
4000000,7,0.1625,128.9,320.062
4000000,8,0.1875,67.5555,320.659
4000000,9,0.2125,68.452,318.369
4000000,10,0.2375,104.641,319.808
4000000,11,0.2625,40.2815,318.676
4000000,12,0.2875,127.052,318.632
4000000,13,0.3125,67.1465,314.842
4000000,14,0.3375,68.8795,309.26
4000000,15,0.3625,103.772,305.318
4000000,16,0.3875,40.968,303.613
4000000,17,0.4125,127.238,302.128
4000000,18,0.4375,67.1795,302.102
4000000,19,0.4625,68.842,299.984
4000000,20,0.4875,105.195,298.445
4000000,21,0.5125,40.3475,299.066
4000000,22,0.5375,126.434,297.629
4000000,23,0.5625,67.2105,298.298
4000000,24,0.5875,68.8125,296.919
4000000,25,0.6125,104.113,295.978
4000000,26,0.6375,40.6,294.988
4000000,27,0.6625,127.278,290.794
4000000,28,0.6875,67.46,284.502
4000000,29,0.7125,68.549,282.258
4000000,30,0.7375,105.579,281.178
4000000,31,0.7625,38.2,281.132
4000000,32,0.7875,128.219,281.671
4000000,33,0.8125,67.8025,280.363
4000000,34,0.8375,68.199,279.325
4000000,35,0.8625,120.01,279.927
4000000,36,0.8875,15.9895,280.005
4000000,37,0.9125,0.0,
4000000,38,0.9375,0.0,
4000000,39,0.9625,0.0,
4000000,40,0.9875,0.0,
