# Chunk-averaged data for fix fp and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_tatom
400000 40 4644
  7 0.1625 108.028 305.969
  8 0.1875 143.911 302.727
  9 0.2125 108.062 302.858
  10 0.2375 125.56 304.625
  11 0.2625 126.44 304.487
  12 0.2875 108.049 304.921
  13 0.3125 143.855 303.566
  14 0.3375 108.097 301.592
  15 0.3625 125.174 302.049
  16 0.3875 126.826 302.299
  17 0.4125 108.141 302.416
  18 0.4375 143.696 302.102
  19 0.4625 108.162 300.013
  20 0.4875 125.991 300.008
  21 0.5125 126.009 300.059
  22 0.5375 108.15 299.677
  23 0.5625 143.743 299.433
  24 0.5875 108.108 298.45
  25 0.6125 126.421 297.663
  26 0.6375 125.579 296.614
  27 0.6625 108.115 296.279
  28 0.6875 143.831 295.5
  29 0.7125 108.053 294.37
  30 0.7375 126.026 292.682
  31 0.7625 125.974 293.578
  32 0.7875 108.047 294.699
  33 0.8125 143.901 293.285
  34 0.8375 108.052 292.704
  35 0.8625 126.373 293.738
  36 0.8875 125.627 294.397
  37 0.9125 108.004 291.749
  38 0.9375 143.995 282.348
  39 0.9625 108.001 280.262
  40 0.9875 0 0
3600000 40 4643.999999999999
  1 0.0125 0 0
  2 0.0375 108.001 319.436
  3 0.0625 143.994 318.313
  4 0.0875 108.005 310.399
  5 0.1125 125.422 305.735
  6 0.1375 126.578 305.713
  7 0.1625 108.025 306.437
  8 0.1875 143.929 303.915
  9 0.2125 108.045 305.519
  10 0.2375 125.254 303.823
  11 0.2625 126.746 302.139
  12 0.2875 108.037 301.623
  13 0.3125 143.887 302.621
  14 0.3375 108.076 302.339
  15 0.3625 125.243 301.368
  16 0.3875 126.757 301.359
  17 0.4125 108.062 300.083
  18 0.4375 143.865 300.967
  19 0.4625 108.073 300.178
  20 0.4875 125.529 301.363
  21 0.5125 126.471 300.187
  22 0.5375 108.044 300.015
  23 0.5625 143.864 300.197
  24 0.5875 108.091 299.79
  25 0.6125 126.024 299.288
  26 0.6375 125.976 297.099
  27 0.6625 108.049 297.416
  28 0.6875 143.9 298.212
  29 0.7125 108.05 297.213
  30 0.7375 125.989 295.703
  31 0.7625 126.011 296.343
  32 0.7875 108.035 296.728
  33 0.8125 143.935 295.438
  34 0.8375 108.029 295.29
  35 0.8625 125.948 294.472
  36 0.8875 126.052 294.097
  37 0.9125 108.004 290.661
  38 0.9375 143.995 282.491
  39 0.9625 108.001 281.368
  40 0.9875 0 0
4000000 40 4643.999999999999
  1 0.0125 0 0
  2 0.0375 108.001 319.96
  3 0.0625 143.994 317.984
  4 0.0875 108.004 308.292
  5 0.1125 125.865 306.133
  6 0.1375 126.135 307.217
  7 0.1625 108.031 307.704
  8 0.1875 143.924 305.622
  9 0.2125 108.044 303.636
  10 0.2375 125.659 304.162
  11 0.2625 126.341 304.234
  12 0.2875 108.144 306.073
  13 0.3125 143.716 304.622
  14 0.3375 108.139 305.019
  15 0.3625 125.679 303.346
  16 0.3875 126.321 302.234
  17 0.4125 108.182 300.918
  18 0.4375 143.65 302.249
  19 0.4625 108.168 298.689
  20 0.4875 125.922 298.957
  21 0.5125 126.078 302.279
  22 0.5375 108.154 299.224
  23 0.5625 143.619 298.995
  24 0.5875 108.227 299.057
  25 0.6125 126.112 298.724
  26 0.6375 125.888 300.185
  27 0.6625 108.091 298.972
  28 0.6875 143.756 298.156
  29 0.7125 108.153 297.489
  30 0.7375 126.193 295.924
  31 0.7625 125.807 295.022
  32 0.7875 108.03 293.37
  33 0.8125 143.932 293.451
  34 0.8375 108.038 293.74
  35 0.8625 126.17 292.035
  36 0.8875 125.83 292.558
  37 0.9125 108.002 290.126
  38 0.9375 143.997 283.126
  39 0.9625 108.001 279.603
  40 0.9875 0 0
