# Chunk-averaged data for fix fp and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_tatom
400000 40 3040
  30 0.7375 87.456 296.287
  31 0.7625 72.4185 293.846
  32 0.7875 88.385 292.156
  33 0.8125 71.3195 288.885
  34 0.8375 88.3245 289.827
  35 0.8625 71.6225 287.983
  36 0.8875 88.424 288.36
  37 0.9125 71.4175 288.072
  38 0.9375 89.9595 281.303
  39 0.9625 69.992 277.918
  40 0.9875 0 0
2400000 40 3040
  1 0.0125 0 0
  2 0.0375 89.7895 320.287
  3 0.0625 70.322 319.638
  4 0.0875 88.1035 311.223
  5 0.1125 71.928 307.327
  6 0.1375 88.446 305.428
  7 0.1625 71.716 305.072
  8 0.1875 88.311 302.533
  9 0.2125 71.826 307.098
  10 0.2375 87.627 305.109
  11 0.2625 72.458 303.626
  12 0.2875 87.948 302.993
  13 0.3125 72.3575 305.004
  14 0.3375 87.232 306.609
  15 0.3625 72.6715 301.659
  16 0.3875 88.2105 301.161
  17 0.4125 72.1375 302.025
  18 0.4375 87.247 301.57
  19 0.4625 72.5865 299.636
  20 0.4875 87.8465 300.447
  21 0.5125 72.244 297.393
  22 0.5375 87.425 296.837
  23 0.5625 72.446 299.151
  24 0.5875 87.535 297.105
  25 0.6125 72.7575 296.868
  26 0.6375 87.53 296.941
  27 0.6625 72.295 295.771
  28 0.6875 87.957 296.517
  29 0.7125 71.751 296.261
  30 0.7375 88.5055 295.198
  31 0.7625 71.3275 293.514
  32 0.7875 88.474 291.489
  33 0.8125 71.3195 292.049
  34 0.8375 88.857 290.437
  35 0.8625 71.0265 290.59
  36 0.8875 88.6575 292.867
  37 0.9125 71.1935 289.586
  38 0.9375 90.266 281.346
  39 0.9625 69.6685 279.436
  40 0.9875 0 0
2800000 40 3040
  1 0.0125 0 0
  2 0.0375 89.3205 320.114
  3 0.0625 70.798 321.591
  4 0.0875 87.822 312.09
  5 0.1125 72.1605 305.002
  6 0.1375 88.225 303.272
  7 0.1625 71.8145 298.9
  8 0.1875 88.225 299.78
  9 0.2125 71.823 302.145
  10 0.2375 88.117 301.823
  11 0.2625 71.849 300.108
  12 0.2875 88.027 299.493
  13 0.3125 72.0395 300.964
  14 0.3375 87.913 302.538
  15 0.3625 72.136 300.707
  16 0.3875 87.8835 302.534
  17 0.4125 72.164 299.912
  18 0.4375 88.2225 296.675
  19 0.4625 71.684 296.058
  20 0.4875 88.299 296.373
  21 0.5125 71.7 297.25
  22 0.5375 88.116 294.599
  23 0.5625 71.8955 295.276
  24 0.5875 88.501 296.466
  25 0.6125 71.569 294.221
  26 0.6375 88.122 295.014
  27 0.6625 71.736 295.467
  28 0.6875 89.0245 297.297
  29 0.7125 71.0255 292.454
  30 0.7375 88.4945 292.161
  31 0.7625 71.4575 294.321
  32 0.7875 89.1635 294.151
  33 0.8125 70.7925 290.961
  34 0.8375 88.7945 290.919
  35 0.8625 71.2055 292.902
  36 0.8875 88.9585 290.458
  37 0.9125 70.966 287.499
  38 0.9375 89.9125 281.449
  39 0.9625 70.0425 279.436
  40 0.9875 0 0
3200000 40 3040
  1 0.0125 0 0
  2 0.0375 86.479 320.98
  3 0.0625 73.55 319.552
  4 0.0875 88.971 312.425
  5 0.1125 71.243 310.727
  6 0.1375 87.229 309.356
  7 0.1625 72.7565 305.576
  8 0.1875 88.355 307.523
  9 0.2125 71.8005 304.4
  10 0.2375 87.478 303.033
  11 0.2625 72.5805 303.73
  12 0.2875 88.033 304.067
  13 0.3125 72.079 304.711
  14 0.3375 87.41 302.196
  15 0.3625 72.735 300.629
  16 0.3875 87.3785 299.589
  17 0.4125 72.885 303.018
  18 0.4375 87.1265 301.955
  19 0.4625 72.789 298.913
  20 0.4875 87.267 300.645
  21 0.5125 72.97 295.91
  22 0.5375 87.082 294.112
  23 0.5625 72.747 295.454
  24 0.5875 86.9945 294.361
  25 0.6125 73.008 295.974
  26 0.6375 87.515 296.206
  27 0.6625 72.332 293.495
  28 0.6875 87.233 295.409
