# Chunk-averaged data for fix fp and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_tatom
400000 40 1548.0000000000002
  1 0.0125 0 0
  2 0.0375 36.0005 320.269
  3 0.0625 47.9925 317.059
  4 0.0875 36.007 311.625
  5 0.1125 41.659 308.935
  6 0.1375 42.341 308.422
  7 0.1625 36.0345 314.526
  8 0.1875 47.89 311.768
  9 0.2125 36.0755 310.158
  10 0.2375 41.6945 309.195
  11 0.2625 42.3055 308.086
  12 0.2875 36.0525 305.507
  13 0.3125 47.8345 304.211
  14 0.3375 36.113 306.112
  15 0.3625 41.759 299.428
  16 0.3875 42.241 300.099
  17 0.4125 36.104 301.639
  18 0.4375 47.819 298.456
  19 0.4625 36.077 300.958
  20 0.4875 41.9605 301.016
  21 0.5125 42.0395 300.271
  22 0.5375 36.0925 300.616
  23 0.5625 47.832 299.68
  24 0.5875 36.0755 303.066
  25 0.6125 42.0605 299.875
  26 0.6375 41.9395 297.231
  27 0.6625 36.115 296.637
  28 0.6875 47.8265 300.707
  29 0.7125 36.0585 300.525
  30 0.7375 42.0055 298.678
  31 0.7625 41.9945 294.176
  32 0.7875 36.0605 295.785
  33 0.8125 47.902 293.796
  34 0.8375 36.0375 296.327
  35 0.8625 42.1415 294.219
  36 0.8875 41.8585 292.747
  37 0.9125 36.0035 290.764
  38 0.9375 47.996 282.637
  39 0.9625 36.0005 280.437
  40 0.9875 0 0
800000 40 1548
  1 0.0125 0 0
  2 0.0375 36.0005 319.286
  3 0.0625 47.9985 319.377
  4 0.0875 36.001 312.159
  5 0.1125 41.9565 307.555
  6 0.1375 42.0435 309.319
  7 0.1625 36.0265 309.404
  8 0.1875 47.9535 306.657
  9 0.2125 36.02 308.645
  10 0.2375 42.011 305.016
  11 0.2625 41.989 306.18
  12 0.2875 36.015 306.644
  13 0.3125 47.9635 304.666
  14 0.3375 36.0215 303.958
  15 0.3625 42.0005 305.507
  16 0.3875 41.9995 302.442
  17 0.4125 36.05 303.821
  18 0.4375 47.907 304.363
  19 0.4625 36.043 304.195
  20 0.4875 41.9395 304.278
  21 0.5125 42.0605 301.86
  22 0.5375 36.0435 303.921
  23 0.5625 47.89 304.507
  24 0.5875 36.0665 302.439
  25 0.6125 42.2145 305.016
  26 0.6375 41.7855 305.116
  27 0.6625 36.026 302.309
  28 0.6875 47.947 300.116
  29 0.7125 36.027 301.591
  30 0.7375 42.113 303.58
  31 0.7625 41.887 303.228
  32 0.7875 36.0185 299.956
  33 0.8125 47.9655 298.624
  34 0.8375 36.016 298.23
  35 0.8625 42.124 297.133
  36 0.8875 41.876 294.329
  37 0.9125 36.003 293.378
  38 0.9375 47.9945 283.12
  39 0.9625 36.0025 280.782
  40 0.9875 0 0
1200000 40 1548.0000000000002
  1 0.0125 0 0
  2 0.0375 36.0005 319.91
  3 0.0625 47.995 318.711
  4 0.0875 36.0045 312.716
  5 0.1125 41.7805 311.057
  6 0.1375 42.2195 309.705
  7 0.1625 36.0235 311.57
  8 0.1875 47.939 310.817
  9 0.2125 36.0375 306.626
  10 0.2375 41.9365 306.975
  11 0.2625 42.0635 307.528
  12 0.2875 36.06 307.886
  13 0.3125 47.8725 306.45
  14 0.3375 36.0675 308.467
  15 0.3625 41.943 305.441
  16 0.3875 42.057 302.944
  17 0.4125 36.0615 304.586
  18 0.4375 47.81 303.151
  19 0.4625 36.1285 302.263
  20 0.4875 41.989 302.524
  21 0.5125 42.011 303.117
  22 0.5375 36.079 303.429
  23 0.5625 47.832 302.566
  24 0.5875 36.089 304.142
  25 0.6125 42.0495 302.749
  26 0.6375 41.9505 301.927
  27 0.6625 36.0805 306.081
  28 0.6875 47.8415 303.78
  29 0.7125 36.078 301.276
  30 0.7375 42.0255 300.226
  31 0.7625 41.9745 298.715
  32 0.7875 36.0305 299.169
  33 0.8125 47.9295 298.337
  34 0.8375 36.04 295.575
  35 0.8625 42.175 296.674
  36 0.8875 41.825 297.122
  37 0.9125 36.0025 294.149
  38 0.9375 47.9965 283.42
  39 0.9625 36.001 280.1
  40 0.9875 0 0
1600000 40 1548
  1 0.0125 0 0
  2 0.0375 36 320.214
  3 0.0625 47.9965 317.34
  4 0.0875 36.0035 308.713
  5 0.1125 41.547 307.084
  6 0.1375 42.453 308.851
  7 0.1625 36.043 304.651
  8 0.1875 47.9175 307.532
  9 0.2125 36.0395 306.478
  10 0.2375 41.616 306.785
  11 0.2625 42.384 304.898
  12 0.2875 36.0985 305.091
  13 0.3125 47.8025 304.787
  14 0.3375 36.099 303.781
  15 0.3625 41.6865 306.96
  16 0.3875 42.3135 308.487
  17 0.4125 36.1235 304.998
  18 0.4375 47.738 301.817
  19 0.4625 36.1385 303.864
  20 0.4875 41.907 302.945
  21 0.5125 42.093 303.067
  22 0.5375 36.147 299.945
  23 0.5625 47.733 298.782
  24 0.5875 36.12 296.687
  25 0.6125 42.004 298.984
  26 0.6375 41.996 299.17
  27 0.6625 36.0785 297.984
  28 0.6875 47.848 294.95
  29 0.7125 36.0735 295.976
  30 0.7375 42.1 293.94
  31 0.7625 41.9 291.924
  32 0.7875 36.0285 294.582
  33 0.8125 47.922 296.018
  34 0.8375 36.0495 295.782
  35 0.8625 42.2 295.429
