run_id,timestamp,gpu_usage_pct,cpu_usage_pct,gpu_temp_c,cpu_temp_c,ram_usage_pct
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:28:04,,0.0,,46.266666666666666,70.1
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:29:04,,21.6,,53.06666666666667,70.0
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:30:04,,21.9,,54.53333333333333,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:31:04,,22.2,,54.2,70.5
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:32:04,,21.6,,54.53333333333333,70.4
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:33:04,,21.7,,54.93333333333333,70.2
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:34:04,,21.8,,54.6,70.2
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:35:04,,21.6,,54.733333333333334,70.0
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:36:04,,21.7,,54.733333333333334,69.9
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:37:04,,21.6,,54.733333333333334,69.9
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:38:04,,21.6,,55.0,70.1
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:39:05,,21.6,,54.8,70.0
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:40:05,,21.5,,55.333333333333336,70.0
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:41:05,,22.1,,54.86666666666667,70.1
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:42:05,,21.5,,55.6,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:43:05,,21.5,,55.06666666666667,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:44:05,,21.6,,56.06666666666667,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:45:05,,21.6,,55.13333333333333,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:46:05,,21.6,,55.666666666666664,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:47:05,,21.5,,55.333333333333336,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:48:05,,21.6,,55.53333333333333,70.4
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:49:05,,21.8,,55.93333333333333,70.2
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:50:05,,21.6,,55.8,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:51:05,,21.6,,55.93333333333333,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:52:05,,21.9,,55.0,70.1
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:53:05,,22.0,,55.93333333333333,70.1
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:54:05,,21.6,,55.53333333333333,70.1
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:55:05,,21.6,,55.46666666666667,70.1
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:56:05,,21.9,,55.6,70.4
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:57:05,,21.7,,55.733333333333334,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:58:05,,21.7,,55.266666666666666,70.2
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T13:59:05,,21.5,,55.6,70.3
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:00:05,,21.8,,55.666666666666664,70.5
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:01:05,,21.6,,56.06666666666667,70.0
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:02:05,,21.6,,56.06666666666667,69.9
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:03:06,,21.6,,55.53333333333333,69.9
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:04:06,,21.5,,55.8,70.0
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:05:06,,21.6,,55.666666666666664,69.9
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:06:06,,21.6,,55.666666666666664,70.1
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:07:06,,21.9,,56.13333333333333,69.9
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:08:06,,21.6,,55.46666666666667,68.5
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:09:06,,21.6,,55.86666666666667,68.8
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:10:06,,21.6,,55.266666666666666,68.9
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:11:06,,21.9,,56.266666666666666,68.8
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:12:06,,21.6,,55.06666666666667,68.9
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:13:06,,21.5,,55.13333333333333,68.9
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:14:06,,21.5,,55.06666666666667,67.7
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:15:06,,20.9,,55.733333333333334,66.6
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:16:06,,20.9,,56.2,66.5
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:17:06,,20.9,,55.86666666666667,65.5
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:18:06,,20.8,,56.2,65.7
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:19:06,,20.7,,55.666666666666664,65.7
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:20:06,,20.8,,55.8,65.7
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:21:06,,20.9,,56.0,65.5
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:22:06,,20.9,,55.6,65.5
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:23:06,,20.8,,55.733333333333334,65.7
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:24:06,,20.8,,56.13333333333333,65.6
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:25:06,,21.0,,55.46666666666667,65.6
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:26:06,,21.0,,56.0,65.8
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:27:06,,20.8,,55.8,65.8
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:28:06,,20.8,,55.8,65.9
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:29:07,,20.7,,56.06666666666667,65.8
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:30:07,,20.9,,55.733333333333334,65.7
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:31:07,,20.7,,55.733333333333334,65.8
[ABORTED]-RUN-0001-20260901072804Z,2026-09-01T14:32:07,,20.7,,55.733333333333334,65.7
