# Chunk-averaged data for fix fp and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_tatom
400000 40 1710.0000000000002
  1 0.0125 0 0
  2 0.0375 0 0
  3 0.0625 0 0
  4 0.0875 0 0
  5 0.1125 70.818 319.851
  6 0.1375 24.306 320.013
  7 0.1625 84.8725 319.298
  8 0.1875 44.7005 321.042
  9 0.2125 45.303 318.886
  10 0.2375 69.6695 319.906
  11 0.2625 26.506 319.009
  12 0.2875 83.8145 318.195
  13 0.3125 44.5545 316.289
  14 0.3375 45.4565 307.35
  15 0.3625 69.624 302.947
  16 0.3875 26.7755 300.075
  17 0.4125 83.5875 300.895
  18 0.4375 44.564 300.632
  19 0.4625 45.4485 298.981
  20 0.4875 70.148 297.37
  21 0.5125 26.5555 298.28
  22 0.5375 83.2865 296.899
  23 0.5625 44.5575 296.351
  24 0.5875 45.4525 297.435
  25 0.6125 69.5065 294.555
  26 0.6375 26.371 292.513
  27 0.6625 84.1165 288.899
  28 0.6875 44.718 283.56
  29 0.7125 45.2875 282.396
  30 0.7375 71.357 280.79
  31 0.7625 24.671 283.904
  32 0.7875 83.9695 279.94
  33 0.8125 44.8565 281.539
  34 0.8375 45.146 281.246
  35 0.8625 79.196 279.843
  36 0.8875 10.804 278.755
  37 0.9125 0 0
  38 0.9375 0 0
  39 0.9625 0 0
  40 0.9875 0 0
800000 40 1709.9999999999998
  1 0.0125 0 0
  2 0.0375 0 0
  3 0.0625 0 0
  4 0.0875 0 0
  5 0.1125 69.603 323.075
  6 0.1375 24.975 320.042
  7 0.1625 85.419 319.978
  8 0.1875 44.751 319.725
  9 0.2125 45.252 318.225
  10 0.2375 70.0105 319.34
  11 0.2625 26.4505 319.045
  12 0.2875 83.514 319.119
  13 0.3125 44.4045 314.745
  14 0.3375 45.6205 310.608
  15 0.3625 67.984 306.583
  16 0.3875 27.615 302.169
  17 0.4125 84.3935 301.144
  18 0.4375 44.537 302.579
  19 0.4625 45.4705 299.472
  20 0.4875 69.7545 299.221
  21 0.5125 26.79 298.178
  22 0.5375 83.4355 298.432
  23 0.5625 44.412 299.246
  24 0.5875 45.608 297.864
  25 0.6125 69.153 295.815
  26 0.6375 26.764 294.544
  27 0.6625 84.077 290.869
  28 0.6875 44.6325 285.673
  29 0.7125 45.3735 280.392
  30 0.7375 68.5355 281.416
  31 0.7625 25.92 279.519
  32 0.7875 85.544 280.169
  33 0.8125 44.898 278.869
  34 0.8375 45.1025 279.118
  35 0.8625 79.455 279.362
  36 0.8875 10.545 280.91
  37 0.9125 0 0
  38 0.9375 0 0
  39 0.9625 0 0
  40 0.9875 0 0
1200000 40 1709.9999999999998
  1 0.0125 0 0
  2 0.0375 0 0
  3 0.0625 0 0
  4 0.0875 0 0
  5 0.1125 70.6175 319.668
  6 0.1375 24.349 315.49
  7 0.1625 85.031 319.674
  8 0.1875 44.724 320.121
  9 0.2125 45.279 319.201
  10 0.2375 69.343 319.449
  11 0.2625 26.825 320.189
  12 0.2875 83.8195 317.549
  13 0.3125 44.484 316.054
  14 0.3375 45.5285 306.836
  15 0.3625 68.268 303.311
  16 0.3875 27.522 299.897
  17 0.4125 84.1985 300.664
  18 0.4375 44.478 300.822
  19 0.4625 45.533 301.703
  20 0.4875 69.579 301.672
  21 0.5125 26.9755 300.21
  22 0.5375 83.424 297.924
  23 0.5625 44.399 296.079
  24 0.5875 45.6225 294.55
  25 0.6125 68.945 296.623
  26 0.6375 26.841 293.897
  27 0.6625 84.205 290.951
  28 0.6875 44.649 284.814
  29 0.7125 45.3605 281.186
  30 0.7375 69.579 280.524
  31 0.7625 25.4615 280.438
  32 0.7875 84.959 280.41
  33 0.8125 44.881 280.604
  34 0.8375 45.119 279.273
  35 0.8625 79.305 280.363
  36 0.8875 10.695 279.367
  37 0.9125 0 0
  38 0.9375 0 0
  39 0.9625 0 0
  40 0.9875 0 0
1600000 40 1710
  1 0.0125 0 0
  2 0.0375 0 0
  3 0.0625 0 0
  4 0.0875 0 0
  5 0.1125 69.9565 320.222
  6 0.1375 24.776 319.623
  7 0.1625 85.265 319.315
  8 0.1875 44.714 319.108
  9 0.2125 45.2885 318.082
  10 0.2375 68.7395 318.613
  11 0.2625 26.949 319.108
  12 0.2875 84.284 317.77
  13 0.3125 44.42 316.271
  14 0.3375 45.6075 306.326
  15 0.3625 68.1225 304.086
  16 0.3875 27.3445 302.179
  17 0.4125 84.5205 300.669
  18 0.4375 44.477 298.808
  19 0.4625 45.536 298.237
  20 0.4875 69.8755 299.526
  21 0.5125 26.741 296.482
  22 0.5375 83.3675 297.846
  23 0.5625 44.4275 295.96
  24 0.5875 45.589 296.029
  25 0.6125 68.3735 294.889
  26 0.6375 27.1225 293.177
  27 0.6625 84.496 290.234
  28 0.6875 44.641 283.346
  29 0.7125 45.366 282.81
  30 0.7375 69.056 279.975
  31 0.7625 25.721 282.154
  32 0.7875 85.2225 280.188
  33 0.8125 44.8945 280.174
  34 0.8375 45.106 280.339
  35 0.8625 79.2085 279.891
  36 0.8875 10.7915 278.853
  37 0.9125 0 0
  38 0.9375 0 0
  39 0.9625 0 0
  40 0.9875 0 0
2000000 40 1710.0000000000002
  1 0.0125 0 0
  2 0.0375 0 0
  3 0.0625 0 0
  4 0.0875 0 0
  5 0.1125 70.2705 319.473
  6 0.1375 24.4655 319.41
  7 0.1625 85.262 320.191
  8 0.1875 44.7505 321.686
  9 0.2125 45.2515 320.549
  10 0.2375 68.778 320.488
  11 0.2625 27.0595 319.255
  12 0.2875 84.1515 317.063
  13 0.3125 44.5085 315.75
  14 0.3375 45.503 308.849
  15 0.3625 68.922 306.03
  16 0.3875 26.991 304.453
  17 0.4125 84.0705 302.349
  18 0.4375 44.5215 305.243
  19 0.4625 45.4955 301.217
  20 0.4875 69.565 301.285
  21 0.5125 26.8075 298.926
  22 0.5375 83.6185 300.528
  23 0.5625 44.533 299.06
  24 0.5875 45.476 295.508
  25 0.6125 69.018 297.896
  26 0.6375 26.4945 296.748
  27 0.6625 84.4755 290.619
  28 0.6875 44.639 285.47
  29 0.7125 45.372 282.504
  30 0.7375 70.6205 281.303
  31 0.7625 24.63 279.561
  32 0.7875 84.7485 280.206
  33 0.8125 44.876 279.789
  34 0.8375 45.125 279.313
  35 0.8625 79.213 279.518
  36 0.8875 10.787 278.3
  37 0.9125 0 0
  38 0.9375 0 0
  39 0.9625 0 0
  40 0.9875 0 0
2400000 40 1710
  1 0.0125 0 0
  2 0.0375 0 0
  3 0.0625 0 0
  4 0.0875 0 0
  5 0.1125 70.7795 318.264
  6 0.1375 24.271 319.934
  7 0.1625 84.9455 319.502
  8 0.1875 44.701 319.505
  9 0.2125 45.3035 320.841
  10 0.2375 69.573 319.772
  11 0.2625 26.375 319.827
  12 0.2875 84.0305 317.891
  13 0.3125 44.437 316.343
  14 0.3375 45.584 310.176
  15 0.3625 67.9595 306.271
  16 0.3875 27.5385 302.116
  17 0.4125 84.4955 302.91
  18 0.4375 44.538 303.826
  19 0.4625 45.469 302.421
