timestep,chunk,coord,ncount,temperature
400000,1,0.0125,0.0,
400000,2,0.0375,0.0,
400000,3,0.0625,0.0,
400000,4,0.0875,0.0,
400000,5,0.1125,143.767,320.932
400000,6,0.1375,48.57,321.705
400000,7,0.1625,171.655,319.605
400000,8,0.1875,90.4255,319.033
400000,9,0.2125,91.5825,318.615
400000,10,0.2375,141.278,319.376
400000,11,0.2625,53.1995,318.404
400000,12,0.2875,169.49,317.643
400000,13,0.3125,89.976,315.106
400000,14,0.3375,92.0575,308.43
400000,15,0.3625,140.111,303.802
400000,16,0.3875,54.2145,304.371
400000,17,0.4125,169.641,300.345
400000,18,0.4375,90.008,299.348
400000,19,0.4625,92.0255,299.064
400000,20,0.4875,142.879,298.421
400000,21,0.5125,53.2435,297.787
400000,22,0.5375,167.841,296.671
400000,23,0.5625,89.872,296.176
400000,24,0.5875,92.164,296.675
400000,25,0.6125,140.73,294.933
400000,26,0.6375,53.3435,295.226
400000,27,0.6625,169.91,291.096
400000,28,0.6875,90.3015,284.823
400000,29,0.7125,91.7155,282.858
400000,30,0.7375,142.56,280.863
400000,31,0.7625,50.6065,279.886
400000,32,0.7875,170.834,280.639
400000,33,0.8125,90.754,280.809
400000,34,0.8375,91.246,279.16
400000,35,0.8625,161.905,279.851
400000,36,0.8875,20.0945,281.636
400000,37,0.9125,0.0,
400000,38,0.9375,0.0,
400000,39,0.9625,0.0,
400000,40,0.9875,0.0,
800000,1,0.0125,0.0,
800000,2,0.0375,0.0,
800000,3,0.0625,0.0,
800000,4,0.0875,0.0,
800000,5,0.1125,143.14,320.123
800000,6,0.1375,48.509,320.876
800000,7,0.1625,172.349,319.29
800000,8,0.1875,90.427,319.813
800000,9,0.2125,91.5765,320.034
800000,10,0.2375,139.837,318.898
800000,11,0.2625,53.797,319.93
800000,12,0.2875,170.343,317.779
800000,13,0.3125,89.8875,316.78
800000,14,0.3375,92.1375,308.875
800000,15,0.3625,138.806,305.472
800000,16,0.3875,54.6535,303.28
800000,17,0.4125,170.51,302.693
800000,18,0.4375,89.95,301.03
800000,19,0.4625,92.0795,300.715
800000,20,0.4875,141.661,298.881
800000,21,0.5125,53.801,297.609
800000,22,0.5375,168.501,299.66
800000,23,0.5625,89.8005,299.611
800000,24,0.5875,92.237,298.5
800000,25,0.6125,139.423,297.026
800000,26,0.6375,54.2275,296.034
800000,27,0.6625,170.333,291.275
800000,28,0.6875,90.3335,285.4
800000,29,0.7125,91.6825,282.069
800000,30,0.7375,141.808,280.933
800000,31,0.7625,50.5945,280.268
800000,32,0.7875,171.596,280.624
800000,33,0.8125,90.7575,279.671
800000,34,0.8375,91.2435,280.498
800000,35,0.8625,161.762,279.732
800000,36,0.8875,20.238,279.418
800000,37,0.9125,0.0,
800000,38,0.9375,0.0,
800000,39,0.9625,0.0,
800000,40,0.9875,0.0,
1200000,1,0.0125,0.0,
1200000,2,0.0375,0.0,
1200000,3,0.0625,0.0,
1200000,4,0.0875,0.0,
1200000,5,0.1125,143.483,321.346
1200000,6,0.1375,48.417,317.988
1200000,7,0.1625,172.094,320.056
1200000,8,0.1875,90.394,321.078
1200000,9,0.2125,91.612,320.105
1200000,10,0.2375,139.804,319.789
1200000,11,0.2625,53.9605,318.829
1200000,12,0.2875,170.207,318.782
1200000,13,0.3125,89.918,316.451
1200000,14,0.3375,92.111,307.597
1200000,15,0.3625,139.172,304.998
1200000,16,0.3875,54.2705,301.508
1200000,17,0.4125,170.538,301.163
1200000,18,0.4375,89.9395,299.354
1200000,19,0.4625,92.0795,297.861
1200000,20,0.4875,141.842,298.384
1200000,21,0.5125,53.197,297.859
1200000,22,0.5375,168.932,296.957
1200000,23,0.5625,89.878,297.872
1200000,24,0.5875,92.152,296.19
1200000,25,0.6125,139.405,295.158
1200000,26,0.6375,53.8415,294.752
1200000,27,0.6625,170.738,291.478
1200000,28,0.6875,90.338,285.65
1200000,29,0.7125,91.6765,283.001
1200000,30,0.7375,142.351,280.636
1200000,31,0.7625,50.1785,280.758
1200000,32,0.7875,171.469,279.96
1200000,33,0.8125,90.6995,280.932
1200000,34,0.8375,91.3025,279.948
1200000,35,0.8625,161.881,279.3
1200000,36,0.8875,20.1185,279.918
1200000,37,0.9125,0.0,
1200000,38,0.9375,0.0,
1200000,39,0.9625,0.0,
1200000,40,0.9875,0.0,
1600000,1,0.0125,0.0,
1600000,2,0.0375,0.0,
1600000,3,0.0625,0.0,
1600000,4,0.0875,0.0,
1600000,5,0.1125,143.324,320.099
1600000,6,0.1375,48.5865,320.118
1600000,7,0.1625,172.085,319.555
1600000,8,0.1875,90.4145,319.567
1600000,9,0.2125,91.5895,320.256
1600000,10,0.2375,141.208,319.842
1600000,11,0.2625,53.061,319.565
1600000,12,0.2875,169.694,317.441
1600000,13,0.3125,89.9315,316.581
1600000,14,0.3375,92.105,309.126
1600000,15,0.3625,138.843,304.588
1600000,16,0.3875,54.54,301.76
1600000,17,0.4125,170.588,301.822
1600000,18,0.4375,90.019,302.099
1600000,19,0.4625,92.0115,299.2
1600000,20,0.4875,142.63,300.25
1600000,21,0.5125,53.099,300.335
1600000,22,0.5375,168.231,300.206
1600000,23,0.5625,89.7495,298.2
1600000,24,0.5875,92.2905,297.351
1600000,25,0.6125,140.375,295.711
1600000,26,0.6375,53.5675,294.261
